InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,InvoiceDay,Total_Spend,Day_Of_Week,Hour,Year,Month,cluster
825451,SKU_1029,Backpack,20,2020-01-16 20:00:00,25.01,41399.0,Portugal,0.1,Bank Transfer,7.52,Electronics,In-store,Not Returned,Royal Mail,London,High,2020-01-16,500.20000000000005,3,20,2020,1,1
538741,SKU_1791,Headphones,2,2020-01-16 23:00:00,14.96,65524.0,Australia,0.17,Credit Card,17.25,Accessories,Online,Not Returned,Royal Mail,Berlin,High,2020-01-16,29.92,3,23,2020,1,2
671621,SKU_1316,Wireless Mouse,48,2020-01-17 04:00:00,38.07,73119.0,Norway,0.37,paypall,19.41,Stationery,In-store,Not Returned,UPS,Berlin,Medium,2020-01-17,1827.3600000000001,4,4,2020,1,2
962645,SKU_1079,Backpack,1,2020-01-17 07:00:00,70.03,58975.0,Norway,0.42,Credit Card,27.41,Accessories,Online,Not Returned,DHL,Paris,Low,2020-01-17,70.03,4,7,2020,1,2
499111,SKU_1695,Wireless Mouse,49,2020-01-17 08:00:00,73.46,71315.0,United Kingdom,0.27,Bank Transfer,26.14,Electronics,In-store,Not Returned,FedEx,Amsterdam,Medium,2020-01-17,3599.5399999999995,4,8,2020,1,2
940477,SKU_1853,Blue Pen,31,2020-01-17 12:00:00,23.43,10600.0,France,0.31,Bank Transfer,21.54,Accessories,Online,Not Returned,DHL,London,Medium,2020-01-17,726.33,4,12,2020,1,0
850020,SKU_1600,White Mug,33,2020-01-17 16:00:00,48.31,98183.0,United Kingdom,0.46,paypall,17.82,Stationery,In-store,Not Returned,DHL,Amsterdam,High,2020-01-17,1594.23,4,16,2020,1,0
271836,SKU_1987,Office Chair,34,2020-01-17 18:00:00,96.47,72229.0,Norway,0.24,Bank Transfer,10.87,Furniture,Online,Not Returned,DHL,Berlin,High,2020-01-17,3279.98,4,18,2020,1,2
405628,SKU_1129,White Mug,40,2020-01-18 03:00:00,73.8,12606.0,Spain,0.33,Bank Transfer,16.38,Apparel,Online,Not Returned,UPS,Paris,High,2020-01-18,2952.0,5,3,2020,1,2
929957,SKU_1641,T-shirt,20,2020-01-18 06:00:00,48.45,87631.0,Spain,0.15,paypall,10.62,Accessories,Online,Not Returned,Royal Mail,London,Medium,2020-01-18,969.0,5,6,2020,1,1
278274,SKU_1436,Wireless Mouse,30,2020-01-18 07:00:00,82.62,76959.0,United Kingdom,0.01,Credit Card,23.83,Furniture,In-store,Not Returned,UPS,Berlin,Low,2020-01-18,2478.6000000000004,5,7,2020,1,2
920260,SKU_1649,Wall Clock,36,2020-01-18 10:00:00,2.78,40761.0,United Kingdom,0.13,Credit Card,26.77,Stationery,In-store,Not Returned,DHL,London,Low,2020-01-18,100.08,5,10,2020,1,2
983184,SKU_1217,Headphones,45,2020-01-18 13:00:00,63.79,34714.0,United States,0.15,Bank Transfer,24.98,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium,2020-01-18,2870.55,5,13,2020,1,2
231373,SKU_1057,T-shirt,22,2020-01-18 14:00:00,63.28,41674.0,Sweden,0.23,Credit Card,23.39,Stationery,In-store,Not Returned,FedEx,London,High,2020-01-18,1392.16,5,14,2020,1,2
559451,SKU_1121,USB Cable,32,2020-01-18 17:00:00,25.41,90490.0,Australia,0.36,Bank Transfer,18.24,Electronics,In-store,Not Returned,UPS,Paris,High,2020-01-18,813.12,5,17,2020,1,1
368246,SKU_1399,White Mug,25,2020-01-18 22:00:00,9.67,35393.0,Spain,0.05,Credit Card,8.52,Electronics,Online,Returned,DHL,Rome,Low,2020-01-18,241.75,5,22,2020,1,1
805696,SKU_1355,Backpack,18,2020-01-18 23:00:00,5.62,54746.0,Netherlands,0.27,paypall,29.57,Electronics,In-store,Returned,UPS,Rome,Low,2020-01-18,101.16,5,23,2020,1,1
218015,SKU_1098,T-shirt,1,2020-01-19 00:00:00,70.12,93701.0,Portugal,0.08,Credit Card,22.67,Electronics,Online,Not Returned,DHL,Paris,Low,2020-01-19,70.12,6,0,2020,1,1
354079,SKU_1517,Backpack,46,2020-01-19 02:00:00,60.27,42667.0,Germany,0.32,paypall,11.21,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium,2020-01-19,2772.42,6,2,2020,1,0
789944,SKU_1960,Wireless Mouse,36,2020-01-19 04:00:00,26.85,45161.0,Netherlands,0.25,Bank Transfer,23.51,Electronics,Online,Returned,FedEx,London,High,2020-01-19,966.6,6,4,2020,1,1
788105,SKU_1973,Wall Clock,46,2020-01-19 05:00:00,46.85,85184.0,Spain,0.22,Credit Card,24.77,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium,2020-01-19,2155.1,6,5,2020,1,2
172991,SKU_1026,Blue Pen,36,2020-01-19 11:00:00,13.43,28224.0,Portugal,0.02,Credit Card,19.32,Electronics,Online,Returned,Royal Mail,Rome,Medium,2020-01-19,483.48,6,11,2020,1,1
104014,SKU_1118,Desk Lamp,16,2020-01-19 12:00:00,46.69,10690.0,United States,0.07,Credit Card,27.86,Accessories,In-store,Not Returned,FedEx,Paris,High,2020-01-19,747.04,6,12,2020,1,2
118070,SKU_1099,Wall Clock,33,2020-01-19 14:00:00,71.8,64645.0,Netherlands,0.04,Credit Card,27.06,Accessories,Online,Not Returned,DHL,London,Low,2020-01-19,2369.4,6,14,2020,1,2
156958,SKU_1805,Office Chair,39,2020-01-19 16:00:00,2.24,75974.0,Italy,0.02,paypall,13.49,Apparel,In-store,Not Returned,UPS,Rome,High,2020-01-19,87.36000000000001,6,16,2020,1,1
182074,SKU_1968,Backpack,12,2020-01-19 17:00:00,55.08,43428.0,Netherlands,0.5,paypall,10.01,Apparel,Online,Returned,FedEx,Rome,Medium,2020-01-19,660.96,6,17,2020,1,2
635017,SKU_1841,Wall Clock,16,2020-01-19 18:00:00,34.16,63142.0,Norway,0.25,paypall,28.21,Accessories,Online,Not Returned,Royal Mail,Berlin,High,2020-01-19,546.56,6,18,2020,1,1
730152,SKU_1303,Office Chair,36,2020-01-19 23:00:00,41.73,48891.0,United States,0.46,paypall,8.52,Electronics,Online,Not Returned,Royal Mail,Berlin,High,2020-01-19,1502.28,6,23,2020,1,1
493002,SKU_1176,T-shirt,36,2020-01-20 00:00:00,10.53,79142.0,United States,0.22,paypall,23.27,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium,2020-01-20,379.08,0,0,2020,1,0
630089,SKU_1248,Blue Pen,29,2020-01-20 05:00:00,25.96,90068.0,Sweden,0.46,paypall,22.85,Stationery,Online,Not Returned,DHL,Berlin,High,2020-01-20,752.84,0,5,2020,1,0
542905,SKU_1457,Backpack,24,2020-01-20 07:00:00,5.32,31103.0,Sweden,0.0,paypall,21.83,Electronics,Online,Returned,DHL,Rome,Medium,2020-01-20,127.68,0,7,2020,1,1
897079,SKU_1080,Notebook,23,2020-01-20 11:00:00,46.85,94757.0,France,0.24,Credit Card,20.14,Apparel,In-store,Not Returned,FedEx,Berlin,High,2020-01-20,1077.55,0,11,2020,1,0
882355,SKU_1872,Notebook,22,2020-01-20 19:00:00,25.46,63996.0,Australia,0.12,Credit Card,8.93,Stationery,Online,Not Returned,FedEx,Paris,High,2020-01-20,560.12,0,19,2020,1,1
701863,SKU_1387,Notebook,24,2020-01-20 21:00:00,51.24,46614.0,France,0.19,paypall,29.51,Apparel,Online,Not Returned,DHL,Paris,Medium,2020-01-20,1229.76,0,21,2020,1,1
749150,SKU_1341,Backpack,32,2020-01-21 08:00:00,35.96,90417.0,Portugal,0.08,paypall,9.52,Apparel,Online,Not Returned,UPS,Amsterdam,Low,2020-01-21,1150.72,1,8,2020,1,2
218834,SKU_1859,Desk Lamp,37,2020-01-21 10:00:00,14.34,76763.0,United States,0.37,Credit Card,21.99,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium,2020-01-21,530.58,1,10,2020,1,2
750429,SKU_1883,Blue Pen,10,2020-01-21 14:00:00,94.97,58153.0,Germany,0.1,Credit Card,6.73,Apparel,Online,Not Returned,FedEx,Rome,High,2020-01-21,949.7,1,14,2020,1,1
805660,SKU_1995,Desk Lamp,23,2020-01-21 15:00:00,1.81,48644.0,Italy,0.13,Credit Card,14.29,Apparel,In-store,Not Returned,UPS,Berlin,Medium,2020-01-21,41.63,1,15,2020,1,1
155609,SKU_1233,White Mug,11,2020-01-21 17:00:00,65.22,68165.0,Norway,0.19,paypall,16.54,Stationery,Online,Not Returned,DHL,London,Medium,2020-01-21,717.42,1,17,2020,1,1
327897,SKU_1065,Desk Lamp,12,2020-01-21 18:00:00,7.15,72833.0,Germany,0.46,Credit Card,22.0,Stationery,Online,Not Returned,DHL,London,Medium,2020-01-21,85.80000000000001,1,18,2020,1,1
170313,SKU_1921,Notebook,10,2020-01-21 20:00:00,6.71,47369.0,Belgium,0.41,Bank Transfer,13.66,Accessories,Online,Not Returned,Royal Mail,Berlin,High,2020-01-21,67.1,1,20,2020,1,1
457429,SKU_1808,T-shirt,42,2020-01-21 23:00:00,78.66,18173.0,Italy,0.35,paypall,16.62,Furniture,In-store,Not Returned,FedEx,London,Low,2020-01-21,3303.72,1,23,2020,1,2
213632,SKU_1658,Wireless Mouse,8,2020-01-22 01:00:00,68.94,90901.0,United Kingdom,0.38,paypall,18.54,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium,2020-01-22,551.52,2,1,2020,1,0
476836,SKU_1037,T-shirt,48,2020-01-22 05:00:00,46.02,23992.0,France,0.14,Credit Card,11.94,Stationery,In-store,Not Returned,FedEx,Paris,Low,2020-01-22,2208.96,2,5,2020,1,2
821772,SKU_1752,T-shirt,30,2020-01-22 07:00:00,36.57,97451.0,Portugal,0.18,paypall,22.62,Furniture,Online,Not Returned,FedEx,Paris,Medium,2020-01-22,1097.1,2,7,2020,1,1
549395,SKU_1492,Notebook,8,2020-01-22 09:00:00,69.09,66485.0,Portugal,0.5,paypall,29.02,Stationery,Online,Not Returned,FedEx,London,Medium,2020-01-22,552.72,2,9,2020,1,1
827975,SKU_1040,Notebook,4,2020-01-22 12:00:00,35.08,26187.0,Norway,0.41,Credit Card,11.88,Accessories,In-store,Not Returned,FedEx,London,Medium,2020-01-22,140.32,2,12,2020,1,1
333841,SKU_1128,Wall Clock,8,2020-01-22 16:00:00,6.36,45088.0,Spain,0.15,Credit Card,18.93,Accessories,In-store,Not Returned,UPS,London,Low,2020-01-22,50.88,2,16,2020,1,2
186672,SKU_1268,Office Chair,35,2020-01-22 20:00:00,99.58,37215.0,United States,0.26,Credit Card,16.13,Furniture,In-store,Not Returned,DHL,Amsterdam,High,2020-01-22,3485.2999999999997,2,20,2020,1,2
128251,SKU_1424,Wireless Mouse,28,2020-01-23 00:00:00,31.89,85013.0,Portugal,0.09,Credit Card,27.1,Stationery,In-store,Not Returned,Royal Mail,Paris,Medium,2020-01-23,892.9200000000001,3,0,2020,1,0
474710,SKU_1160,Blue Pen,48,2020-01-23 02:00:00,53.78,70394.0,Netherlands,0.47,Credit Card,20.28,Apparel,In-store,Not Returned,DHL,Paris,High,2020-01-23,2581.44,3,2,2020,1,2
174740,SKU_1092,Blue Pen,31,2020-01-23 12:00:00,93.64,98968.0,Norway,0.45,Bank Transfer,28.14,Apparel,Online,Not Returned,Royal Mail,London,Low,2020-01-23,2902.84,3,12,2020,1,2
953049,SKU_1158,Wall Clock,18,2020-01-23 14:00:00,47.33,71231.0,Australia,0.04,Credit Card,29.71,Apparel,Online,Not Returned,FedEx,Berlin,High,2020-01-23,851.9399999999999,3,14,2020,1,1
277247,SKU_1179,Office Chair,30,2020-01-23 17:00:00,47.11,23402.0,Italy,0.27,Credit Card,13.09,Electronics,Online,Not Returned,FedEx,Amsterdam,High,2020-01-23,1413.3,3,17,2020,1,1
629525,SKU_1372,Office Chair,38,2020-01-23 19:00:00,81.69,15316.0,Sweden,0.16,Bank Transfer,23.51,Electronics,In-store,Not Returned,DHL,Rome,Medium,2020-01-23,3104.22,3,19,2020,1,2
287628,SKU_1378,Wall Clock,10,2020-01-23 22:00:00,64.1,52362.0,United Kingdom,0.3,Bank Transfer,19.8,Furniture,In-store,Not Returned,UPS,Paris,High,2020-01-23,641.0,3,22,2020,1,1
473632,SKU_1217,Wall Clock,28,2020-01-24 00:00:00,55.06,99740.0,United Kingdom,0.34,Bank Transfer,27.97,Apparel,Online,Not Returned,UPS,London,High,2020-01-24,1541.68,4,0,2020,1,2
546438,SKU_1864,T-shirt,45,2020-01-24 03:00:00,39.45,67271.0,Australia,0.17,Bank Transfer,25.91,Accessories,In-store,Not Returned,UPS,London,Medium,2020-01-24,1775.2500000000002,4,3,2020,1,2
653663,SKU_1342,T-shirt,27,2020-01-24 04:00:00,75.87,52971.0,France,0.47,paypall,7.41,Apparel,Online,Not Returned,UPS,London,Low,2020-01-24,2048.4900000000002,4,4,2020,1,0
737717,SKU_1864,Desk Lamp,13,2020-01-24 07:00:00,48.68,68150.0,Belgium,0.4,paypall,11.48,Electronics,In-store,Not Returned,Royal Mail,Paris,High,2020-01-24,632.84,4,7,2020,1,0
352764,SKU_1162,Headphones,12,2020-01-24 08:00:00,45.56,42206.0,Sweden,0.08,paypall,23.46,Furniture,Online,Not Returned,DHL,Rome,High,2020-01-24,546.72,4,8,2020,1,1
167215,SKU_1349,Office Chair,21,2020-01-24 13:00:00,16.37,13899.0,Italy,0.14,Credit Card,14.32,Apparel,Online,Not Returned,Royal Mail,Paris,Medium,2020-01-24,343.77000000000004,4,13,2020,1,1
303861,SKU_1896,Office Chair,16,2020-01-24 16:00:00,76.47,87764.0,Italy,0.03,Bank Transfer,21.1,Apparel,Online,Not Returned,DHL,Paris,High,2020-01-24,1223.52,4,16,2020,1,1
455612,SKU_1014,Office Chair,3,2020-01-24 17:00:00,24.55,31674.0,United States,0.48,Credit Card,10.17,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium,2020-01-24,73.65,4,17,2020,1,0
547556,SKU_1966,Office Chair,10,2020-01-24 20:00:00,73.81,59624.0,Germany,0.17,Bank Transfer,26.44,Apparel,In-store,Not Returned,DHL,Berlin,Medium,2020-01-24,738.1,4,20,2020,1,1
291475,SKU_1320,Desk Lamp,32,2020-01-25 01:00:00,66.77,60678.0,Netherlands,0.42,paypall,27.18,Furniture,In-store,Not Returned,UPS,Amsterdam,Low,2020-01-25,2136.64,5,1,2020,1,2
406063,SKU_1366,Wall Clock,47,2020-01-25 04:00:00,61.01,34667.0,Portugal,0.39,Credit Card,5.85,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,2020-01-25,2867.47,5,4,2020,1,2
456902,SKU_1640,T-shirt,42,2020-01-25 09:00:00,17.73,29269.0,Germany,0.16,paypall,17.01,Furniture,Online,Returned,Royal Mail,Rome,Medium,2020-01-25,744.66,5,9,2020,1,2
159101,SKU_1410,USB Cable,9,2020-01-25 13:00:00,4.85,56086.0,Australia,0.07,paypall,23.13,Stationery,In-store,Not Returned,DHL,Rome,High,2020-01-25,43.65,5,13,2020,1,0
388790,SKU_1588,Office Chair,21,2020-01-25 15:00:00,88.72,98891.0,Germany,0.23,paypall,6.17,Apparel,In-store,Not Returned,UPS,Rome,Low,2020-01-25,1863.12,5,15,2020,1,2
834965,SKU_1091,Notebook,21,2020-01-25 18:00:00,15.34,87473.0,United States,0.02,Credit Card,6.15,Furniture,Online,Not Returned,FedEx,Paris,Low,2020-01-25,322.14,5,18,2020,1,1
750419,SKU_1860,Desk Lamp,5,2020-01-25 22:00:00,45.92,11372.0,United Kingdom,0.08,paypall,6.95,Furniture,Online,Not Returned,UPS,Berlin,Medium,2020-01-25,229.60000000000002,5,22,2020,1,1
533374,SKU_1120,Notebook,26,2020-01-25 23:00:00,47.42,66777.0,United Kingdom,0.16,Bank Transfer,17.83,Electronics,Online,Not Returned,FedEx,Berlin,High,2020-01-25,1232.92,5,23,2020,1,1
647577,SKU_1049,Headphones,18,2020-01-26 01:00:00,58.93,93149.0,Belgium,0.16,paypall,5.01,Accessories,In-store,Not Returned,UPS,London,Low,2020-01-26,1060.74,6,1,2020,1,1
472370,SKU_1890,White Mug,37,2020-01-26 02:00:00,9.03,70326.0,Australia,0.37,Bank Transfer,10.7,Accessories,In-store,Not Returned,FedEx,London,Medium,2020-01-26,334.10999999999996,6,2,2020,1,0
109540,SKU_1631,Headphones,2,2020-01-26 07:00:00,93.13,90923.0,United States,0.17,Credit Card,14.53,Furniture,In-store,Not Returned,UPS,Amsterdam,High,2020-01-26,186.26,6,7,2020,1,1
651951,SKU_1606,USB Cable,4,2020-01-26 10:00:00,86.95,91609.0,Belgium,0.32,paypall,29.83,Apparel,In-store,Not Returned,DHL,Amsterdam,High,2020-01-26,347.8,6,10,2020,1,1
288751,SKU_1288,Headphones,20,2020-01-26 12:00:00,75.47,86356.0,Sweden,0.42,Bank Transfer,12.66,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium,2020-01-26,1509.4,6,12,2020,1,1
453151,SKU_1771,Headphones,35,2020-01-26 17:00:00,14.55,35750.0,Spain,0.25,paypall,12.86,Electronics,Online,Not Returned,DHL,Berlin,High,2020-01-26,509.25,6,17,2020,1,1
291962,SKU_1204,Headphones,5,2020-01-26 19:00:00,63.96,70793.0,Belgium,0.22,Credit Card,27.04,Electronics,Online,Not Returned,UPS,Amsterdam,High,2020-01-26,319.8,6,19,2020,1,2
249143,SKU_1171,Desk Lamp,15,2020-01-26 21:00:00,29.21,74885.0,Portugal,0.01,Credit Card,12.15,Furniture,In-store,Not Returned,UPS,Paris,Low,2020-01-26,438.15000000000003,6,21,2020,1,1
599522,SKU_1166,T-shirt,5,2020-01-27 07:00:00,38.41,98176.0,Spain,0.39,Credit Card,14.67,Stationery,In-store,Not Returned,FedEx,London,Medium,2020-01-27,192.04999999999998,0,7,2020,1,1
138304,SKU_1141,T-shirt,45,2020-01-27 09:00:00,56.96,34690.0,Spain,0.5,Credit Card,12.41,Apparel,Online,Not Returned,DHL,Paris,High,2020-01-27,2563.2,0,9,2020,1,2
707274,SKU_1913,Notebook,26,2020-01-27 12:00:00,20.72,42679.0,Belgium,0.47,Credit Card,22.35,Apparel,Online,Not Returned,FedEx,Berlin,Medium,2020-01-27,538.72,0,12,2020,1,0
721820,SKU_1634,Wall Clock,49,2020-01-27 18:00:00,11.14,18886.0,France,0.45,Bank Transfer,25.08,Stationery,In-store,Not Returned,Royal Mail,Rome,Low,2020-01-27,545.86,0,18,2020,1,1
649639,SKU_1095,T-shirt,13,2020-01-28 01:00:00,25.63,69509.0,Italy,0.34,paypall,28.31,Accessories,In-store,Returned,FedEx,Berlin,High,2020-01-28,333.19,1,1,2020,1,1
437497,SKU_1514,Wireless Mouse,38,2020-01-28 04:00:00,39.75,68993.0,Australia,0.23,Credit Card,14.04,Electronics,Online,Not Returned,FedEx,Berlin,High,2020-01-28,1510.5,1,4,2020,1,2
307869,SKU_1148,Desk Lamp,38,2020-01-28 05:00:00,23.4,67525.0,France,0.09,Credit Card,13.0,Apparel,In-store,Not Returned,UPS,Paris,High,2020-01-28,889.1999999999999,1,5,2020,1,1
924945,SKU_1693,Blue Pen,26,2020-01-28 13:00:00,82.39,45977.0,Spain,0.25,Bank Transfer,25.74,Electronics,In-store,Not Returned,FedEx,London,Medium,2020-01-28,2142.14,1,13,2020,1,0
257164,SKU_1330,Notebook,48,2020-01-28 14:00:00,74.5,69759.0,United Kingdom,0.48,paypall,7.2,Apparel,Online,Not Returned,FedEx,Rome,Low,2020-01-28,3576.0,1,14,2020,1,2
631831,SKU_1357,Headphones,4,2020-01-28 17:00:00,46.0,74342.0,Norway,0.32,paypall,29.79,Accessories,In-store,Not Returned,DHL,London,Low,2020-01-28,184.0,1,17,2020,1,1
160692,SKU_1828,Wall Clock,9,2020-01-28 19:00:00,49.16,39065.0,United States,0.06,Bank Transfer,5.29,Electronics,In-store,Not Returned,FedEx,Berlin,Medium,2020-01-28,442.43999999999994,1,19,2020,1,2
320156,SKU_1315,USB Cable,22,2020-01-28 20:00:00,20.08,48325.0,United Kingdom,0.46,Credit Card,17.83,Electronics,Online,Not Returned,FedEx,Paris,High,2020-01-28,441.76,1,20,2020,1,0
323992,SKU_1734,Wireless Mouse,44,2020-01-28 21:00:00,21.93,87742.0,Germany,0.28,Bank Transfer,13.08,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium,2020-01-28,964.92,1,21,2020,1,1
791095,SKU_1427,Backpack,2,2020-01-29 02:00:00,32.22,81660.0,Portugal,0.29,Credit Card,7.63,Electronics,Online,Not Returned,DHL,London,Medium,2020-01-29,64.44,2,2,2020,1,1
933727,SKU_1835,Backpack,7,2020-01-29 03:00:00,40.81,51439.0,Australia,0.16,Bank Transfer,21.37,Apparel,Online,Not Returned,UPS,Rome,Low,2020-01-29,285.67,2,3,2020,1,1
969474,SKU_1811,Backpack,8,2020-01-29 05:00:00,44.52,87327.0,Portugal,0.07,Bank Transfer,13.22,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Medium,2020-01-29,356.16,2,5,2020,1,0
117955,SKU_1089,Wall Clock,21,2020-01-29 07:00:00,43.6,57408.0,Netherlands,0.45,paypall,15.42,Stationery,In-store,Not Returned,UPS,Rome,Medium,2020-01-29,915.6,2,7,2020,1,2
924273,SKU_1540,Headphones,21,2020-01-29 08:00:00,19.21,95165.0,Netherlands,0.26,Bank Transfer,10.09,Stationery,In-store,Not Returned,FedEx,Paris,Low,2020-01-29,403.41,2,8,2020,1,0
844086,SKU_1731,USB Cable,22,2020-01-29 11:00:00,54.53,49763.0,Belgium,0.14,paypall,29.16,Furniture,In-store,Not Returned,Royal Mail,Rome,High,2020-01-29,1199.66,2,11,2020,1,1
525695,SKU_1900,Wireless Mouse,2,2020-01-29 13:00:00,59.17,65562.0,Netherlands,0.13,Credit Card,18.68,Electronics,Online,Returned,UPS,Rome,Low,2020-01-29,118.34,2,13,2020,1,1
161476,SKU_1863,Office Chair,9,2020-01-29 14:00:00,54.37,10647.0,Belgium,0.31,Bank Transfer,22.23,Electronics,Online,Not Returned,DHL,Rome,High,2020-01-29,489.33,2,14,2020,1,1
798646,SKU_1170,Backpack,10,2020-01-29 19:00:00,27.57,59334.0,Norway,0.2,Bank Transfer,10.71,Electronics,Online,Not Returned,Royal Mail,London,Medium,2020-01-29,275.7,2,19,2020,1,1
954882,SKU_1265,Wall Clock,16,2020-01-29 21:00:00,54.83,99835.0,Germany,0.42,paypall,9.76,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium,2020-01-29,877.28,2,21,2020,1,2
514568,SKU_1503,T-shirt,12,2020-01-29 22:00:00,31.6,76300.0,Belgium,0.38,Credit Card,25.58,Furniture,Online,Not Returned,Royal Mail,Rome,Low,2020-01-29,379.20000000000005,2,22,2020,1,2
734736,SKU_1955,Blue Pen,30,2020-01-30 01:00:00,60.31,89073.0,Italy,0.25,Bank Transfer,10.5,Accessories,In-store,Not Returned,DHL,Rome,High,2020-01-30,1809.3000000000002,3,1,2020,1,2
278031,SKU_1276,USB Cable,27,2020-01-30 03:00:00,97.3,36478.0,Netherlands,0.41,Bank Transfer,6.4,Electronics,Online,Not Returned,DHL,London,High,2020-01-30,2627.1,3,3,2020,1,0
166234,SKU_1441,Notebook,28,2020-01-30 05:00:00,53.08,75696.0,Italy,0.13,Bank Transfer,18.91,Furniture,In-store,Not Returned,UPS,Berlin,Low,2020-01-30,1486.24,3,5,2020,1,2
278352,SKU_1873,Headphones,23,2020-01-30 07:00:00,13.01,11262.0,Portugal,0.11,paypall,15.1,Apparel,In-store,Returned,UPS,Paris,High,2020-01-30,299.23,3,7,2020,1,1
295004,SKU_1905,Desk Lamp,13,2020-01-30 10:00:00,4.7,23701.0,Norway,0.41,Credit Card,14.89,Furniture,In-store,Not Returned,UPS,Paris,High,2020-01-30,61.1,3,10,2020,1,1
525523,SKU_1186,Wireless Mouse,40,2020-01-30 17:00:00,62.82,84863.0,Portugal,0.26,paypall,17.74,Accessories,In-store,Not Returned,UPS,London,Low,2020-01-30,2512.8,3,17,2020,1,2
750308,SKU_1296,Notebook,35,2020-01-30 23:00:00,72.32,39326.0,France,0.45,Bank Transfer,5.8,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,2020-01-30,2531.2,3,23,2020,1,0
320184,SKU_1199,Wall Clock,10,2020-01-31 01:00:00,38.75,62398.0,France,0.47,Bank Transfer,6.93,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium,2020-01-31,387.5,4,1,2020,1,1
766490,SKU_1795,Notebook,1,2020-01-31 02:00:00,28.99,64524.0,Italy,0.31,paypall,21.02,Apparel,In-store,Returned,FedEx,Paris,Medium,2020-01-31,28.99,4,2,2020,1,1
389336,SKU_1612,Notebook,43,2020-01-31 08:00:00,91.48,37395.0,Netherlands,0.42,Bank Transfer,19.41,Apparel,Online,Not Returned,UPS,Berlin,Low,2020-01-31,3933.6400000000003,4,8,2020,1,2
887494,SKU_1543,USB Cable,38,2020-01-31 09:00:00,75.44,87333.0,Norway,0.35,Credit Card,21.55,Apparel,In-store,Not Returned,UPS,Berlin,Low,2020-01-31,2866.72,4,9,2020,1,2
708364,SKU_1788,USB Cable,23,2020-01-31 10:00:00,51.72,89088.0,Spain,0.31,paypall,17.29,Apparel,In-store,Not Returned,FedEx,Berlin,High,2020-01-31,1189.56,4,10,2020,1,1
633636,SKU_1632,Desk Lamp,22,2020-01-31 17:00:00,52.54,63142.0,United Kingdom,0.09,Bank Transfer,20.84,Electronics,Online,Not Returned,UPS,Berlin,Low,2020-01-31,1155.8799999999999,4,17,2020,1,1
174460,SKU_1330,Headphones,49,2020-01-31 19:00:00,4.65,74062.0,France,0.4,Credit Card,14.59,Electronics,Online,Not Returned,FedEx,Berlin,High,2020-01-31,227.85000000000002,4,19,2020,1,1
827952,SKU_1136,Backpack,16,2020-02-01 05:00:00,3.3,88143.0,Belgium,0.32,Credit Card,13.18,Stationery,In-store,Not Returned,DHL,Rome,Low,2020-02-01,52.8,5,5,2020,2,1
308124,SKU_1589,Blue Pen,9,2020-02-01 06:00:00,45.99,34573.0,France,0.07,Bank Transfer,15.19,Apparel,Online,Not Returned,UPS,Amsterdam,Low,2020-02-01,413.91,5,6,2020,2,1
383821,SKU_1396,Headphones,16,2020-02-01 09:00:00,40.11,62733.0,Australia,0.08,paypall,18.93,Stationery,Online,Not Returned,UPS,Berlin,Medium,2020-02-01,641.76,5,9,2020,2,0
139081,SKU_1600,Desk Lamp,31,2020-02-01 12:00:00,50.23,23907.0,Belgium,0.06,Credit Card,12.24,Electronics,Online,Not Returned,UPS,Amsterdam,High,2020-02-01,1557.1299999999999,5,12,2020,2,1
818216,SKU_1319,Desk Lamp,25,2020-02-01 13:00:00,20.27,98467.0,France,0.38,Bank Transfer,9.01,Electronics,In-store,Not Returned,UPS,Berlin,Medium,2020-02-01,506.75,5,13,2020,2,1
314532,SKU_1804,USB Cable,5,2020-02-01 18:00:00,93.09,33829.0,Australia,0.41,Credit Card,16.58,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium,2020-02-01,465.45000000000005,5,18,2020,2,1
416837,SKU_1881,T-shirt,38,2020-02-01 21:00:00,29.28,91490.0,France,0.48,Bank Transfer,7.81,Furniture,In-store,Not Returned,UPS,Amsterdam,High,2020-02-01,1112.64,5,21,2020,2,0
128295,SKU_1699,Desk Lamp,10,2020-02-01 23:00:00,47.42,43994.0,Sweden,0.02,paypall,27.5,Accessories,In-store,Not Returned,DHL,London,Medium,2020-02-01,474.20000000000005,5,23,2020,2,1
